NomeProduto,Categoria,Preco,Origem,QuantidadeVendida,Litros,ImpactoAmbiental
Exclusivo Oxigênio Premium Puro,Oxigênio Gasoso,169.0,Nacional,558,,0.54
Hiper Hidrogênio Puro Essencial,Oxigênio Gasoso,206.0,Nacional Premium,1793,,0.03
Max Hidrogênio Eficiente Puro,Oxigênio Líquido,238.0,Importado Exclusivo,542,98.07,3.68
Hiper Oxigênio Premium Poderoso,Oxigênio Líquido,189.0,Importado Exclusivo,83,49.04,6.54
Max Hidrogênio Puro Premium,Hidrogênio Líquido,262.0,Importado Especial,1754,94.58,1.2
Hiper Oxigênio Puro Premium,Hidrogênio Gasoso,194.0,Internacional,1224,,1.78
Plus Hidrogênio Eficiente Avançado,Hidrogênio Gasoso,226.0,Internacional,1645,,7.5
Essencial Hidrogênio Verde Premium,Hidrogênio Gasoso,198.0,Importado,997,,5.51
Plus Hidrogênio Verde Verde,Oxigênio Líquido,234.0,Importado,1631,72.74,7.43
Avançado Hidrogênio Eficiente Natural,Oxigênio Líquido,235.0,Nacional Premium,1190,82.36,5.9
Hiper Hidrogênio Puro Verde,Hidrogênio Líquido,263.0,Nacional Premium,979,58.47,2.05
Plus Oxigênio Eficiente Premium,Oxigênio Gasoso,175.0,Importado Exclusivo,500,,3.69
Hiper Hidrogênio Puro Eficiente,Oxigênio Líquido,225.0,Nacional Premium,1807,97.03,5.49
Essencial Hidrogênio Eficiente Essencial,Hidrogênio Líquido,235.0,Local,199,46.84,7.1
Exclusivo Oxigênio Puro Verde,Hidrogênio Gasoso,222.0,Importado Especial,446,,1.72
Super Hidrogênio Puro Poderoso,Hidrogênio Gasoso,267.0,Importado Especial,474,,6.28
Super Hidrogênio Puro Verde,Hidrogênio Gasoso,241.0,Nacional Premium,1393,,3.99
Mega Hidrogênio Verde Premium,Hidrogênio Gasoso,245.0,Nacional Premium,1165,,8.04
Essencial Oxigênio Puro Poderoso,Oxigênio Gasoso,222.0,Local,651,,3.28
Hiper Oxigênio Eficiente Premium,Oxigênio Líquido,160.0,Importado Exclusivo,901,14.47,5.0
Exclusivo Oxigênio Eficiente Natural,Hidrogênio Gasoso,183.0,Nacional,995,,9.2
Plus Oxigênio Premium Poderoso,Hidrogênio Gasoso,181.0,Nacional,765,,8.75
Super Hidrogênio Verde Premium,Oxigênio Líquido,239.0,Internacional,1528,8.21,3.06
Ultra Oxigênio Premium Verde,Hidrogênio Gasoso,144.0,Nacional Premium,757,,2.93
Mega Hidrogênio Eficiente Poderoso,Oxigênio Gasoso,257.0,Importado Especial,1250,,1.22
Essencial Hidrogênio Puro Premium,Oxigênio Gasoso,247.0,Importado Exclusivo,1792,,9.56
Ultra Oxigênio Eficiente Poderoso,Oxigênio Líquido,223.0,Importado Exclusivo,1428,91.24,8.07
Plus Hidrogênio Puro Verde,Oxigênio Gasoso,223.0,Importado Exclusivo,994,,8.88
Mega Oxigênio Premium Avançado,Hidrogênio Gasoso,174.0,Importado Especial,1265,,4.82
Essencial Hidrogênio Verde Poderoso,Hidrogênio Líquido,248.0,Nacional Premium,1303,92.73,5.24
Mega Hidrogênio Verde Poderoso,Hidrogênio Líquido,216.0,Importado Exclusivo,1492,65.15,3.34
Ultra Hidrogênio Verde Avançado,Hidrogênio Líquido,200.0,Local,721,9.13,4.43
Plus Oxigênio Premium Puro,Hidrogênio Líquido,184.0,Nacional Premium,121,70.5,2.66
Super Hidrogênio Eficiente Eficiente,Oxigênio Gasoso,202.0,Importado,917,,4.74
Exclusivo Oxigênio Premium Puro,Hidrogênio Líquido,173.0,Internacional,572,78.2,8.28
Plus Oxigênio Premium Puro,Oxigênio Líquido,159.0,Nacional,1007,45.77,9.53
Max Hidrogênio Eficiente Puro,Oxigênio Gasoso,223.0,Local,1056,,3.75
Hiper Hidrogênio Eficiente Poderoso,Oxigênio Gasoso,256.0,Importado Exclusivo,1977,,5.68
Essencial Oxigênio Puro Eficiente,Oxigênio Líquido,184.0,Importado Exclusivo,270,39.19,4.12
Avançado Hidrogênio Verde Avançado,Hidrogênio Gasoso,201.0,Importado,1613,,4.81
Ultra Hidrogênio Puro Verde,Oxigênio Líquido,269.0,Importado Exclusivo,986,83.39,8.91
Ultra Hidrogênio Verde Puro,Hidrogênio Gasoso,201.0,Local,171,,2.22
Max Hidrogênio Eficiente Verde,Oxigênio Líquido,223.0,Importado Especial,1829,74.86,1.28
Max Oxigênio Premium Premium,Hidrogênio Gasoso,148.0,Importado Especial,1881,,3.26
Super Oxigênio Puro Puro,Hidrogênio Líquido,201.0,Internacional,153,65.36,3.31
Plus Oxigênio Premium Puro,Oxigênio Gasoso,152.0,Nacional Premium,1542,,2.48
Plus Hidrogênio Eficiente Puro,Hidrogênio Gasoso,254.0,Importado Exclusivo,1391,,2.7
Essencial Hidrogênio Puro Extra,Hidrogênio Gasoso,269.0,Internacional,930,,5.67
Super Hidrogênio Eficiente Puro,Hidrogênio Líquido,231.0,Internacional,622,8.36,6.51
Avançado Hidrogênio Verde Essencial,Hidrogênio Gasoso,239.0,Internacional,1125,,4.92
Max Hidrogênio Eficiente Avançado,Hidrogênio Líquido,196.0,Local,1447,66.67,8.09
Plus Oxigênio Premium Premium,Oxigênio Gasoso,132.0,Internacional,1985,,7.55
Essencial Oxigênio Premium Extra,Hidrogênio Gasoso,174.0,Nacional,1568,,9.86
Essencial Hidrogênio Eficiente Puro,Oxigênio Gasoso,254.0,Nacional Premium,1458,,8.14
Plus Oxigênio Premium Extra,Oxigênio Líquido,190.0,Importado Especial,969,30.37,3.51
Plus Oxigênio Premium Poderoso,Hidrogênio Líquido,181.0,Internacional,1120,35.22,0.7
Essencial Oxigênio Premium Eficiente,Oxigênio Gasoso,165.0,Local,523,,5.65
Mega Hidrogênio Puro Eficiente,Hidrogênio Líquido,223.0,Nacional Premium,258,18.93,4.25
Hiper Oxigênio Eficiente Eficiente,Hidrogênio Gasoso,210.0,Nacional,449,,3.39
Exclusivo Hidrogênio Eficiente Puro,Hidrogênio Líquido,191.0,Importado,190,58.21,1.45
Exclusivo Oxigênio Premium Essencial,Hidrogênio Gasoso,148.0,Importado Especial,760,,7.77
Hiper Oxigênio Puro Poderoso,Oxigênio Gasoso,162.0,Internacional,358,,8.3
Essencial Oxigênio Eficiente Puro,Oxigênio Gasoso,171.0,Importado Especial,515,,4.69
Exclusivo Hidrogênio Puro Natural,Hidrogênio Líquido,231.0,Local,835,56.59,0.87
Hiper Oxigênio Premium Puro,Hidrogênio Gasoso,149.0,Nacional,273,,1.52
Super Hidrogênio Verde Poderoso,Oxigênio Líquido,190.0,Nacional Premium,1420,28.29,6.4
Avançado Oxigênio Puro Verde,Oxigênio Líquido,204.0,Local,1847,14.08,8.57
Max Hidrogênio Puro Extra,Hidrogênio Líquido,257.0,Nacional Premium,1149,64.57,1.71
Essencial Oxigênio Eficiente Puro,Oxigênio Gasoso,206.0,Importado Exclusivo,1591,,8.64
Ultra Hidrogênio Eficiente Natural,Oxigênio Líquido,254.0,Importado Exclusivo,1642,89.44,9.0
Super Oxigênio Puro Premium,Oxigênio Líquido,206.0,Internacional,500,91.0,7.77
Super Oxigênio Puro Essencial,Hidrogênio Líquido,207.0,Internacional,1620,87.35,4.94
Super Hidrogênio Puro Eficiente,Hidrogênio Gasoso,236.0,Nacional Premium,841,,2.83
Plus Oxigênio Eficiente Puro,Hidrogênio Líquido,185.0,Internacional,615,41.68,8.8
Exclusivo Hidrogênio Puro Premium,Oxigênio Líquido,239.0,Nacional Premium,957,47.51,5.72
Max Oxigênio Eficiente Eficiente,Oxigênio Líquido,162.0,Nacional,939,26.77,0.21
Mega Oxigênio Premium Extra,Oxigênio Gasoso,175.0,Nacional Premium,1807,,4.6
Avançado Oxigênio Puro Poderoso,Oxigênio Líquido,170.0,Importado Especial,199,20.16,3.64
Plus Oxigênio Premium Premium,Oxigênio Gasoso,192.0,Importado Exclusivo,1863,,0.41
Super Oxigênio Eficiente Extra,Hidrogênio Líquido,176.0,Importado Exclusivo,1105,57.29,3.28
Plus Oxigênio Eficiente Poderoso,Hidrogênio Gasoso,180.0,Internacional,737,,0.84
Mega Hidrogênio Verde Premium,Oxigênio Líquido,245.0,Importado Especial,1164,42.63,4.2
Plus Oxigênio Eficiente Puro,Oxigênio Líquido,202.0,Nacional Premium,1642,32.06,4.45
Mega Hidrogênio Puro Essencial,Oxigênio Gasoso,258.0,Internacional,1482,,7.17
Essencial Hidrogênio Eficiente Premium,Oxigênio Líquido,242.0,Internacional,895,93.06,4.39
Hiper Oxigênio Puro Premium,Hidrogênio Líquido,194.0,Internacional,1641,59.86,6.99
Exclusivo Hidrogênio Puro Extra,Hidrogênio Gasoso,255.0,Internacional,781,,2.73
Mega Hidrogênio Verde Extra,Oxigênio Gasoso,232.0,Importado,1950,,2.85
Essencial Oxigênio Puro Poderoso,Hidrogênio Líquido,192.0,Nacional Premium,419,53.54,3.53
Super Hidrogênio Puro Puro,Oxigênio Líquido,240.0,Importado Exclusivo,515,99.0,2.31
Plus Oxigênio Premium Extra,Oxigênio Líquido,189.0,Importado Exclusivo,1151,50.44,5.12
Ultra Oxigênio Puro Essencial,Oxigênio Gasoso,218.0,Nacional Premium,1754,,1.02
Super Hidrogênio Verde Verde,Hidrogênio Líquido,195.0,Local,572,63.28,7.54
Mega Hidrogênio Eficiente Avançado,Oxigênio Gasoso,228.0,Nacional Premium,1911,,1.02
Avançado Oxigênio Premium Poderoso,Hidrogênio Líquido,151.0,Nacional Premium,1494,32.43,9.04
Super Hidrogênio Eficiente Poderoso,Hidrogênio Líquido,204.0,Importado,1744,52.76,8.18
Essencial Hidrogênio Verde Verde,Oxigênio Líquido,184.0,Importado,196,83.02,7.82
Plus Hidrogênio Verde Puro,Hidrogênio Líquido,241.0,Importado Exclusivo,829,43.73,3.04
Essencial Oxigênio Eficiente Extra,Oxigênio Gasoso,189.0,Internacional,526,,7.74
Essencial Hidrogênio Puro Essencial,Oxigênio Líquido,217.0,Local,53,23.5,3.67
Exclusivo Oxigênio Puro Eficiente,Hidrogênio Líquido,197.0,Nacional Premium,1322,66.37,1.88
Ultra Hidrogênio Eficiente Verde,Oxigênio Líquido,220.0,Importado,343,43.92,8.45
Super Oxigênio Premium Verde,Oxigênio Gasoso,165.0,Importado Especial,1180,,0.35
Ultra Oxigênio Premium Verde,Oxigênio Gasoso,192.0,Nacional Premium,1096,,0.41
Exclusivo Hidrogênio Verde Verde,Oxigênio Gasoso,190.0,Importado Exclusivo,518,,2.14
Ultra Hidrogênio Verde Puro,Oxigênio Gasoso,217.0,Importado Exclusivo,70,,7.59
Mega Oxigênio Puro Avançado,Hidrogênio Líquido,180.0,Nacional Premium,976,36.7,3.26
Essencial Hidrogênio Puro Verde,Oxigênio Gasoso,262.0,Internacional,1602,,6.23
Ultra Oxigênio Premium Avançado,Oxigênio Gasoso,142.0,Nacional Premium,427,,2.84
Avançado Hidrogênio Eficiente Poderoso,Oxigênio Líquido,211.0,Importado,196,46.51,0.47
Plus Hidrogênio Verde Avançado,Hidrogênio Gasoso,185.0,Importado,1983,,9.12
Super Hidrogênio Verde Eficiente,Hidrogênio Gasoso,248.0,Importado Especial,590,,1.83
Ultra Oxigênio Puro Premium,Oxigênio Líquido,173.0,Importado Especial,1512,67.68,0.3
Hiper Hidrogênio Verde Premium,Oxigênio Líquido,216.0,Internacional,1346,8.26,0.88
Hiper Hidrogênio Verde Essencial,Oxigênio Gasoso,231.0,Internacional,1103,,3.68
Mega Oxigênio Premium Avançado,Hidrogênio Líquido,144.0,Internacional,166,95.23,6.27
Plus Hidrogênio Puro Poderoso,Hidrogênio Gasoso,236.0,Nacional Premium,733,,4.67
Ultra Hidrogênio Eficiente Avançado,Oxigênio Gasoso,243.0,Importado Exclusivo,399,,9.48
Exclusivo Hidrogênio Puro Puro,Oxigênio Gasoso,250.0,Importado Exclusivo,825,,6.15
Super Oxigênio Eficiente Verde,Oxigênio Líquido,204.0,Importado Especial,1036,56.9,6.79
Max Oxigênio Eficiente Avançado,Hidrogênio Gasoso,204.0,Local,1465,,5.7
Mega Hidrogênio Eficiente Extra,Hidrogênio Gasoso,240.0,Nacional Premium,1624,,5.41
Max Hidrogênio Verde Avançado,Oxigênio Líquido,244.0,Local,898,40.66,0.08
Mega Oxigênio Eficiente Essencial,Hidrogênio Líquido,206.0,Importado Exclusivo,793,41.09,9.12
Avançado Oxigênio Eficiente Extra,Oxigênio Líquido,202.0,Nacional,598,67.51,8.74
Ultra Hidrogênio Puro Extra,Oxigênio Gasoso,215.0,Local,1863,,5.63
Plus Hidrogênio Puro Avançado,Hidrogênio Gasoso,253.0,Importado Exclusivo,1263,,8.76
Plus Oxigênio Puro Premium,Hidrogênio Líquido,197.0,Local,1687,11.24,5.58
Hiper Oxigênio Puro Essencial,Oxigênio Líquido,206.0,Importado Especial,517,85.75,2.41
Mega Oxigênio Puro Premium,Hidrogênio Líquido,161.0,Nacional Premium,623,71.85,5.51
Max Hidrogênio Verde Verde,Hidrogênio Líquido,234.0,Importado,115,48.08,4.1
Plus Oxigênio Eficiente Natural,Hidrogênio Líquido,197.0,Importado Especial,274,12.11,0.44
Essencial Oxigênio Eficiente Essencial,Oxigênio Gasoso,157.0,Importado Especial,78,,1.89
Super Oxigênio Puro Essencial,Oxigênio Gasoso,169.0,Local,1867,,3.43
Essencial Oxigênio Eficiente Natural,Hidrogênio Gasoso,224.0,Importado Exclusivo,1754,,5.29
Mega Hidrogênio Verde Extra,Hidrogênio Gasoso,203.0,Internacional,228,,7.74
Ultra Oxigênio Eficiente Avançado,Oxigênio Líquido,157.0,Nacional,177,86.12,0.84
Plus Oxigênio Eficiente Poderoso,Oxigênio Líquido,160.0,Importado Especial,132,26.54,3.43
Essencial Oxigênio Premium Verde,Hidrogênio Líquido,165.0,Nacional Premium,971,46.34,2.15
Super Hidrogênio Verde Avançado,Hidrogênio Gasoso,199.0,Importado Exclusivo,1852,,9.41
Avançado Hidrogênio Verde Natural,Oxigênio Gasoso,188.0,Importado,743,,9.67
Plus Hidrogênio Eficiente Verde,Oxigênio Líquido,206.0,Importado Exclusivo,1357,42.12,8.17
Ultra Oxigênio Puro Natural,Hidrogênio Líquido,206.0,Nacional Premium,1909,45.86,3.06
Avançado Oxigênio Premium Eficiente,Hidrogênio Gasoso,164.0,Nacional,1844,,4.44
Exclusivo Hidrogênio Puro Poderoso,Hidrogênio Líquido,267.0,Nacional,1874,69.74,9.95
Hiper Hidrogênio Verde Natural,Oxigênio Líquido,218.0,Importado Exclusivo,319,96.11,9.46
Super Hidrogênio Verde Poderoso,Hidrogênio Gasoso,186.0,Nacional Premium,1709,,3.98
Avançado Oxigênio Premium Puro,Hidrogênio Gasoso,156.0,Nacional Premium,968,,6.81
Mega Oxigênio Eficiente Extra,Oxigênio Gasoso,211.0,Nacional,65,,6.47
Max Hidrogênio Verde Extra,Oxigênio Líquido,184.0,Local,384,72.7,6.93
Avançado Oxigênio Premium Puro,Hidrogênio Líquido,159.0,Nacional Premium,184,61.01,7.58
Ultra Oxigênio Puro Avançado,Hidrogênio Gasoso,223.0,Importado,1245,,1.34
Super Oxigênio Eficiente Eficiente,Hidrogênio Gasoso,214.0,Nacional Premium,1007,,9.52
Essencial Hidrogênio Puro Puro,Hidrogênio Líquido,254.0,Nacional,1429,57.61,9.53
Avançado Hidrogênio Verde Premium,Hidrogênio Gasoso,210.0,Importado Especial,892,,4.64
Ultra Oxigênio Puro Verde,Oxigênio Gasoso,218.0,Importado,1203,,7.93
Exclusivo Hidrogênio Eficiente Avançado,Hidrogênio Líquido,223.0,Importado Especial,946,69.98,4.96
Mega Oxigênio Premium Verde,Hidrogênio Gasoso,174.0,Importado Exclusivo,1946,,8.44
Avançado Hidrogênio Eficiente Poderoso,Oxigênio Líquido,236.0,Local,327,29.0,1.26
Ultra Oxigênio Puro Essencial,Oxigênio Gasoso,165.0,Importado,1668,,8.56
Mega Oxigênio Eficiente Eficiente,Oxigênio Gasoso,167.0,Importado Exclusivo,493,,5.61
Super Hidrogênio Puro Extra,Oxigênio Líquido,266.0,Importado Exclusivo,812,69.04,5.3
Mega Oxigênio Eficiente Premium,Oxigênio Líquido,176.0,Importado Especial,606,62.14,1.49
Super Oxigênio Puro Essencial,Hidrogênio Líquido,206.0,Importado Especial,221,27.04,7.04
Avançado Hidrogênio Verde Extra,Oxigênio Líquido,191.0,Importado,1263,45.9,5.9
Super Oxigênio Eficiente Essencial,Hidrogênio Gasoso,208.0,Nacional,1234,,5.04
Ultra Oxigênio Puro Natural,Hidrogênio Líquido,209.0,Importado Especial,583,18.84,8.84
Mega Hidrogênio Verde Verde,Hidrogênio Líquido,249.0,Nacional Premium,493,64.06,8.38
Exclusivo Hidrogênio Puro Poderoso,Hidrogênio Líquido,211.0,Nacional Premium,595,82.26,10.0
Ultra Oxigênio Puro Essencial,Hidrogênio Gasoso,182.0,Importado Exclusivo,625,,3.93
Hiper Hidrogênio Eficiente Essencial,Hidrogênio Gasoso,201.0,Importado,148,,4.85
Plus Hidrogênio Verde Natural,Hidrogênio Gasoso,218.0,Importado,610,,5.86
Exclusivo Oxigênio Premium Puro,Oxigênio Gasoso,180.0,Nacional Premium,415,,0.75
Avançado Hidrogênio Puro Avançado,Hidrogênio Líquido,224.0,Nacional Premium,1106,94.49,4.35
Super Hidrogênio Puro Essencial,Oxigênio Líquido,222.0,Importado Exclusivo,580,84.03,5.5
Exclusivo Hidrogênio Eficiente Poderoso,Hidrogênio Líquido,253.0,Local,308,50.61,7.06
Max Oxigênio Eficiente Poderoso,Oxigênio Gasoso,177.0,Local,728,,0.83
Max Oxigênio Puro Extra,Oxigênio Gasoso,168.0,Importado Exclusivo,1165,,7.97
Essencial Hidrogênio Verde Avançado,Oxigênio Gasoso,222.0,Local,1859,,9.8
Essencial Hidrogênio Verde Premium,Hidrogênio Gasoso,247.0,Nacional Premium,1223,,4.89
Max Hidrogênio Puro Essencial,Hidrogênio Líquido,246.0,Internacional,822,71.71,1.49
Mega Oxigênio Premium Premium,Hidrogênio Gasoso,173.0,Nacional,1231,,0.94
Avançado Oxigênio Eficiente Avançado,Hidrogênio Gasoso,221.0,Local,1313,,5.25
Mega Oxigênio Premium Avançado,Hidrogênio Gasoso,138.0,Nacional Premium,1609,,8.74
Max Oxigênio Puro Eficiente,Hidrogênio Gasoso,193.0,Local,323,,5.37
Essencial Hidrogênio Verde Avançado,Oxigênio Gasoso,223.0,Local,958,,5.87
Ultra Hidrogênio Puro Natural,Hidrogênio Gasoso,235.0,Nacional Premium,524,,0.96
Hiper Oxigênio Puro Eficiente,Oxigênio Líquido,188.0,Nacional Premium,1521,12.56,3.4
Ultra Hidrogênio Eficiente Verde,Oxigênio Gasoso,210.0,Importado Especial,1513,,9.1
Avançado Hidrogênio Verde Essencial,Oxigênio Líquido,218.0,Internacional,137,16.07,0.75
Mega Hidrogênio Verde Avançado,Hidrogênio Gasoso,228.0,Importado,1320,,6.75
Essencial Hidrogênio Puro Puro,Oxigênio Gasoso,214.0,Importado Especial,515,,7.76
Hiper Hidrogênio Verde Essencial,Hidrogênio Líquido,243.0,Nacional Premium,1650,10.38,1.23
Max Hidrogênio Eficiente Premium,Hidrogênio Líquido,219.0,Importado Especial,298,83.89,9.49
Super Hidrogênio Puro Essencial,Hidrogênio Gasoso,202.0,Importado Especial,198,,6.01
Avançado Hidrogênio Verde Natural,Hidrogênio Líquido,222.0,Importado Exclusivo,920,90.15,0.33
Ultra Oxigênio Premium Puro,Oxigênio Gasoso,151.0,Nacional Premium,620,,1.27
Mega Hidrogênio Puro Premium,Oxigênio Gasoso,263.0,Importado Exclusivo,334,,9.83
Avançado Hidrogênio Puro Natural,Oxigênio Líquido,238.0,Importado Exclusivo,945,21.45,9.38
Super Oxigênio Premium Natural,Oxigênio Gasoso,188.0,Importado Especial,1736,,4.86
Mega Oxigênio Eficiente Poderoso,Oxigênio Gasoso,174.0,Nacional,1364,,7.5
Avançado Hidrogênio Verde Avançado,Hidrogênio Líquido,190.0,Internacional,1497,68.45,7.63
Essencial Hidrogênio Eficiente Avançado,Hidrogênio Gasoso,225.0,Importado,647,,1.35
Ultra Oxigênio Puro Poderoso,Oxigênio Líquido,219.0,Importado Exclusivo,799,59.05,0.68
Exclusivo Oxigênio Puro Puro,Hidrogênio Gasoso,225.0,Importado Exclusivo,970,,9.06
Avançado Oxigênio Eficiente Eficiente,Oxigênio Líquido,215.0,Nacional,1975,75.63,5.53
Ultra Hidrogênio Verde Eficiente,Oxigênio Gasoso,193.0,Importado Especial,685,,7.55
Avançado Hidrogênio Verde Puro,Hidrogênio Líquido,250.0,Importado Exclusivo,783,78.3,0.77
Mega Oxigênio Puro Puro,Oxigênio Líquido,201.0,Importado Exclusivo,1287,61.05,6.29
Essencial Oxigênio Premium Verde,Hidrogênio Gasoso,137.0,Importado Exclusivo,396,,3.47
Exclusivo Hidrogênio Eficiente Extra,Hidrogênio Líquido,218.0,Importado Especial,1189,16.85,3.04
Exclusivo Oxigênio Puro Avançado,Oxigênio Líquido,197.0,Nacional Premium,1689,47.92,3.91
Essencial Hidrogênio Eficiente Premium,Oxigênio Gasoso,258.0,Importado Especial,1636,,6.33
Super Hidrogênio Puro Avançado,Hidrogênio Gasoso,233.0,Importado Exclusivo,1509,,6.44
Plus Hidrogênio Puro Extra,Oxigênio Gasoso,245.0,Local,1766,,6.21
Mega Hidrogênio Puro Avançado,Hidrogênio Gasoso,237.0,Local,323,,4.12
Ultra Oxigênio Premium Eficiente,Oxigênio Gasoso,134.0,Local,1435,,7.78
Super Oxigênio Puro Essencial,Oxigênio Líquido,187.0,Importado Exclusivo,1731,81.27,2.2
Ultra Oxigênio Eficiente Essencial,Hidrogênio Gasoso,194.0,Internacional,1566,,0.82
Avançado Oxigênio Puro Natural,Hidrogênio Gasoso,189.0,Local,1920,,9.54
Exclusivo Hidrogênio Verde Extra,Oxigênio Líquido,210.0,Importado Especial,1227,77.56,8.38
Essencial Hidrogênio Puro Premium,Hidrogênio Gasoso,229.0,Importado Especial,211,,5.54
Max Hidrogênio Eficiente Natural,Hidrogênio Gasoso,220.0,Internacional,455,,0.26
Plus Oxigênio Eficiente Poderoso,Hidrogênio Líquido,177.0,Importado Exclusivo,72,90.21,2.2
Ultra Oxigênio Premium Natural,Oxigênio Gasoso,194.0,Nacional,876,,4.03
Mega Hidrogênio Verde Verde,Hidrogênio Líquido,242.0,Internacional,1938,52.46,5.31
Mega Oxigênio Puro Verde,Hidrogênio Líquido,164.0,Internacional,327,74.4,7.24
Super Oxigênio Premium Puro,Oxigênio Gasoso,133.0,Nacional,926,,7.2
Hiper Hidrogênio Verde Poderoso,Hidrogênio Gasoso,235.0,Nacional Premium,1846,,7.07
Exclusivo Hidrogênio Puro Natural,Hidrogênio Gasoso,242.0,Internacional,241,,1.6
Super Hidrogênio Verde Puro,Oxigênio Líquido,248.0,Internacional,655,43.76,6.56
Ultra Oxigênio Premium Eficiente,Oxigênio Líquido,182.0,Importado Especial,1856,37.89,8.44
Ultra Oxigênio Puro Premium,Oxigênio Gasoso,192.0,Local,1335,,7.3
Hiper Oxigênio Eficiente Verde,Hidrogênio Gasoso,187.0,Importado Especial,492,,3.64
Avançado Oxigênio Premium Premium,Oxigênio Líquido,130.0,Nacional Premium,1499,27.16,7.26
Ultra Oxigênio Puro Puro,Oxigênio Líquido,174.0,Internacional,820,71.1,2.71
Hiper Hidrogênio Verde Eficiente,Hidrogênio Gasoso,191.0,Importado Exclusivo,1279,,9.96
Avançado Hidrogênio Puro Extra,Hidrogênio Líquido,250.0,Importado Especial,1261,94.32,4.15
Avançado Oxigênio Premium Premium,Oxigênio Líquido,165.0,Nacional,1673,10.95,8.58
Super Oxigênio Puro Natural,Oxigênio Gasoso,180.0,Importado Exclusivo,1329,,2.78
Avançado Oxigênio Puro Poderoso,Oxigênio Líquido,190.0,Importado Especial,1559,39.22,1.57
Hiper Oxigênio Eficiente Extra,Oxigênio Gasoso,209.0,Nacional Premium,943,,4.25
Super Hidrogênio Puro Puro,Oxigênio Líquido,210.0,Internacional,1427,63.18,3.02
Exclusivo Hidrogênio Eficiente Natural,Hidrogênio Líquido,198.0,Nacional Premium,1671,12.68,5.02
Hiper Hidrogênio Eficiente Poderoso,Hidrogênio Líquido,199.0,Nacional Premium,765,51.9,6.82
Essencial Hidrogênio Eficiente Eficiente,Hidrogênio Líquido,191.0,Importado,832,26.71,1.43
Essencial Hidrogênio Eficiente Poderoso,Oxigênio Gasoso,251.0,Importado Especial,1329,,0.49
Super Oxigênio Eficiente Puro,Oxigênio Gasoso,165.0,Local,1821,,4.71
Ultra Oxigênio Puro Eficiente,Hidrogênio Líquido,213.0,Importado Exclusivo,447,89.12,6.13
Plus Hidrogênio Verde Avançado,Hidrogênio Gasoso,190.0,Internacional,859,,4.78
Max Oxigênio Puro Avançado,Oxigênio Líquido,216.0,Local,1036,51.97,8.39
Super Hidrogênio Verde Natural,Oxigênio Líquido,183.0,Internacional,1369,90.83,6.71
Mega Oxigênio Premium Poderoso,Hidrogênio Líquido,180.0,Importado Especial,428,93.48,6.2
Ultra Hidrogênio Eficiente Avançado,Hidrogênio Gasoso,218.0,Importado Especial,1088,,2.22
Ultra Oxigênio Eficiente Puro,Hidrogênio Líquido,187.0,Nacional Premium,436,14.22,4.05
Hiper Hidrogênio Verde Extra,Hidrogênio Líquido,217.0,Local,1934,68.43,9.57
Exclusivo Oxigênio Puro Natural,Hidrogênio Líquido,220.0,Importado,323,66.17,6.67
Hiper Hidrogênio Verde Essencial,Hidrogênio Líquido,185.0,Local,1592,95.83,0.37
Mega Hidrogênio Puro Verde,Hidrogênio Líquido,219.0,Importado Especial,1964,75.7,8.18
Ultra Hidrogênio Puro Poderoso,Hidrogênio Líquido,256.0,Importado Exclusivo,1088,50.08,5.03
Essencial Oxigênio Eficiente Natural,Oxigênio Líquido,155.0,Importado Exclusivo,717,41.8,4.81
Exclusivo Hidrogênio Verde Eficiente,Hidrogênio Gasoso,213.0,Importado Especial,550,,8.65
Exclusivo Hidrogênio Eficiente Premium,Oxigênio Gasoso,225.0,Nacional Premium,1795,,4.87
Avançado Oxigênio Eficiente Extra,Oxigênio Gasoso,222.0,Importado Exclusivo,1933,,7.03
Super Oxigênio Eficiente Puro,Oxigênio Gasoso,180.0,Importado Exclusivo,1782,,0.88
Max Oxigênio Eficiente Premium,Oxigênio Líquido,195.0,Importado Especial,179,26.09,2.16
Max Oxigênio Eficiente Verde,Oxigênio Líquido,195.0,Nacional Premium,1233,89.34,9.48
Max Oxigênio Eficiente Essencial,Hidrogênio Líquido,186.0,Nacional Premium,261,40.93,7.43
Ultra Hidrogênio Eficiente Avançado,Hidrogênio Gasoso,235.0,Nacional Premium,1441,,3.4
Max Hidrogênio Eficiente Natural,Oxigênio Líquido,241.0,Importado Especial,587,71.13,8.7
Hiper Hidrogênio Puro Premium,Oxigênio Gasoso,244.0,Internacional,1767,,0.82
Essencial Oxigênio Puro Verde,Oxigênio Gasoso,212.0,Local,1413,,1.78
Mega Oxigênio Premium Eficiente,Oxigênio Gasoso,156.0,Importado Especial,1705,,0.13
Plus Oxigênio Premium Extra,Oxigênio Líquido,178.0,Nacional,1556,58.62,3.88
Exclusivo Oxigênio Puro Eficiente,Hidrogênio Gasoso,213.0,Local,250,,8.77
Avançado Hidrogênio Puro Poderoso,Oxigênio Líquido,204.0,Importado Exclusivo,54,51.84,5.13
Ultra Hidrogênio Eficiente Extra,Oxigênio Gasoso,229.0,Nacional Premium,271,,4.86
Avançado Oxigênio Puro Premium,Oxigênio Líquido,161.0,Importado Exclusivo,1868,68.55,4.12
Essencial Oxigênio Puro Eficiente,Hidrogênio Líquido,179.0,Importado,714,54.76,6.73
